,Movie Title,Gross Revenue (USD),Genre
4244,Side by Side,"$28,592",Drama
4245,Jigoku de naze warui,"$28,534",Drama
4246,King Cobra,"$28,505",Drama
4247,Long Shot: The Kevin Laue Story,"$28,449",Documentary
4248,"Rabin, the Last Day","$28,411",Drama
4249,Mothers and Daughters,"$28,368","Horror, Western"
4250,The Apparition,"$28,293",Drama
4251,Valley of Love,"$28,289","Documentary, Biography, History"
4252,The Best Democracy Money Can Buy,"$28,272",Drama
4253,The We and the I,"$28,254","Crime, Drama, Romance"
4254,The Wind,"$28,252",Drama
4255,Kang rinpoche,"$28,184","Adventure, Drama, History"
4256,Troublemakers: The Story of Land Art,"$28,140","Comedy, Drama"
4257,Pour une femme,"$28,131","Crime, Drama"
4258,Beneath the Harvest Sky,"$28,116","Biography, Drama, Fantasy"
4259,Pardé,"$28,098",Drama
4260,The Cut,"$28,066","Action, Crime, Thriller"
4261,Match,"$28,041","Documentary, Biography"
4262,Least Among Saints,"$28,026","Documentary, Biography, Music"
4263,Endless Poetry,"$28,000","Documentary, Biography"
4264,Hotel by the River,"$27,964","Action, Thriller"
4265,Sacrifice,"$27,899","Action, Drama, Thriller"
4266,Dealt,"$27,801",Documentary
4267,Horn from the Heart: The Paul Butterfield Story,"$27,782","Drama, Music"
4268,On Her Shoulders,"$27,767","Drama, Horror, Sci-Fi"
4269,The Villainess,"$27,741","Drama, Romance"
4270,Killing Season,"$27,713",Drama
4271,30 Years of Garbage: The Garbage Pail Kids Story,"$27,643",Documentary
4272,"Like Sunday, Like Rain","$27,623","Comedy, Crime, Drama"
4273,The Untamed,"$27,593","Biography, Drama, Sport"
4274,North Sea Texas,"$27,578","Documentary, Music"
4275,In the Aisles,"$27,522",Horror
4276,The Ambassador,"$27,503",Documentary
4277,Salvation Boulevard,"$27,445","Drama, Western"
4278,Pele: Birth of a Legend,"$27,312",Documentary
4279,Take Me to the River,"$27,298",Drama
4280,Midnight Bite,"$27,256",Thriller
4281,You've Been Trumped,"$27,210","Comedy, Romance"
4282,The Keeping Room,"$27,166","Documentary, Crime"
4283,Bronx Gothic,"$27,151","Documentary, Sport"
4284,Redemption Road,"$27,012",Documentary
4285,Ribbons,"$26,872","Documentary, Drama, History"
4286,Can You Keep a Secret?,"$26,785","Short, Drama"
4287,Peace Officer,"$26,632","Comedy, Romance"
4288,Wrestle,"$26,597",Drama
4289,Milford Graves Full Mantis,"$26,566",Drama
4290,Unlocking the Cage,"$26,560","Action, Crime, Drama"
4291,Here,"$26,464","Documentary, Music, Musical"
4292,Love & Taxes,"$26,414","Comedy, Drama, Romance"
4293,The Daughter,"$26,376","Action, Crime, Drama"
4294,Boi Neon,"$26,353","Drama, Thriller"
4295,The Sweeney,"$26,345","Drama, Romance, Thriller"
4296,Broadway Idiot,"$26,311","Comedy, Drama"
4297,Front Cover,"$26,305","Documentary, Biography"
4298,Kill List,"$26,297","Documentary, History"
4299,Donnybrook,"$26,284","Drama, Thriller"
4300,The Charmer,"$26,167","Action, Thriller"
4301,The Misandrists,"$26,123","Drama, Horror"
4302,Jane's Journey,"$26,107","Documentary, Biography, History"
4303,Hitler's Children,"$26,083","Drama, Romance"
4304,Jet Trash,"$26,002","Comedy, Drama, Sport"
4305,Universal Squadrons,"$26,000","Crime, Drama, Thriller"
4306,The Eyes of My Mother,"$25,981","Action, Biography, Drama"
4307,Sembene!,"$25,947","Comedy, Drama, Music"
4308,"Tuesday, After Christmas","$25,866","Comedy, Drama"
4309,Ping Pong Summer,"$25,781","Documentary, War"
4310,Ridge Runners,"$25,762","Comedy, Drama, Romance"
4311,Deokhyeongju,"$25,753","Action, Comedy, Romance"
4312,Izzy Gets the F*ck Across Town,"$25,753","Action, Comedy, Musical"
4313,Chevalier,"$25,676","Horror, Mystery, Thriller"
4314,For Sama,"$25,522",Drama
4315,Waiting for Forever,"$25,517",Drama
4316,Mr. Right,"$25,369",Reality-TV
4317,The Worst Movie Ever!,"$25,206","Action, Horror, Thriller"
4318,Bloody Crayons,"$25,193",Drama
4319,End of the Century,"$25,183","Drama, Thriller"
4320,Tiger Eyes,"$25,163","Action, Drama, Sci-Fi"
4321,Life at GJCC,"$25,000",Documentary
4322,Trey,"$25,000","Drama, Romance"
4323,Nobody Walks,"$24,995","Comedy, Drama, Romance"
4324,A Monster with a Thousand Heads,"$24,852","Documentary, War"
4325,The Lucky Man,"$24,813","Drama, History, War"
4326,"Pink Ribbons, Inc.","$24,784","Comedy, Crime, Music"
4327,The Day After,"$24,746",Drama
4328,Swimming with Men,"$24,708","Comedy, Drama"
4329,Naples '44,"$24,620",Drama
4330,Olvidados,"$24,441",Documentary
4331,Sound of Noise,"$24,376",Drama
4332,Life and Nothing More,"$24,358",Documentary
4333,Radio Dreams,"$24,356",Drama
4334,The Citizen,"$24,296",Drama
4335,No Home Movie,"$24,132","Adventure, Drama"
4336,Harvest,"$24,073",Documentary
4337,Radio Unnameable,"$24,017","Action, Comedy, Crime"
4338,La tête haute,"$24,013","Adventure, Horror, Sci-Fi"
4339,The Final Stroke,"$24,000","Action, Crime, Horror"
4340,Vazante,"$23,884",Comedy
4341,Behind the Burly Q,"$23,859",Drama
4342,Kill Me Three Times,"$23,840",Drama
4343,The Last Days on Mars,"$23,838",Documentary
4344,Death House,"$23,833",Documentary
4345,Immigration Tango,"$23,812","Adventure, Comedy, Romance"
4346,Paradies: Liebe,"$23,808",Documentary
4347,Attenberg,"$23,787",Drama
4348,Disturbing the Peace,"$23,688",Documentary
4349,Otter 501,"$23,656","Horror, Sci-Fi, Thriller"
4350,Les combattants,"$23,598","Drama, Romance"
4351,Lost Bohemia,"$23,584","Drama, Romance"
4352,"A Woman, a Part","$23,562","Crime, Drama, Thriller"
4353,Letter from Masanjia,"$23,481","Animation, Sci-Fi, Thriller"
4354,Simple Creature,"$23,470","Biography, Drama, Thriller"
4355,Xiao shi dai,"$23,462","Documentary, Biography, History"
4356,Asako I & II,"$23,451",Documentary
4357,Elena,"$23,278",Documentary
4358,Hâmonî,"$23,248","Documentary, Animation, History"
4359,Jimmy P.,"$23,220",Drama
4360,Can't Stand Losing You: Surviving the Police,"$23,193","Documentary, Sport"
4361,For Ahkeem,"$23,136","Action, Sci-Fi, Thriller"
4362,The Departure,"$23,100","Comedy, Drama"
4363,Video Games: The Movie,"$23,043",Horror
4364,Goat,"$23,020","Comedy, Drama"
4365,The Iran Job,"$23,019","Documentary, Drama, Sport"
4366,The Recall,"$22,943","Documentary, Music"
4367,Struck by Lightning,"$22,930","Action, Drama, History"
4368,The Final Wish,"$22,912","Animation, Comedy, Drama"
4369,R100,"$22,770","Drama, Fantasy, Mystery"
4370,Happy Valley,"$22,710",Documentary
4371,Greenwich Village: Music That Defined a Generation,"$22,560","Documentary, Biography, Drama"
4372,Black Death,"$22,554","Crime, Drama"
4373,Rocks in My Pockets,"$22,518","Drama, Music, Mystery"
4374,Winter's Tale,"$22,451","Comedy, Drama, Music"
4375,My Scientology Movie,"$22,450",Comedy
4376,Be Here Now,"$22,424",Documentary
4377,Anesthesia,"$22,386",Documentary
4378,Grand Piano,"$22,353",Documentary
4379,The Grace of Jake,"$22,345","Horror, Mystery, Thriller"
4380,Lolo,"$22,272",Romance
4381,Generation Startup,"$22,271",Drama
4382,The Judge,"$22,257",Drama
4383,The Other City,"$22,221","Drama, Musical, Romance"
4384,Vanishing on 7th Street,"$22,197","Drama, Thriller"
4385,Princess Cut,"$22,167",Drama
4386,The Black Dove,"$22,150","Drama, Mystery, Thriller"
4387,Da-reun na-ra-e-seo,"$22,139","Drama, Mystery, Romance"
4388,Sanam Teri Kasam,"$22,121","Biography, Crime, Drama"
4389,Keyhole,"$22,099","Comedy, Drama"
4390,Tyrannosaur,"$22,088","Drama, Horror, Sci-Fi"
4391,The Workshop,"$22,061","Drama, Music"
4392,Answers to Nothing,"$22,029","Biography, Drama"
4393,Loving Pablo,"$22,017","Crime, Drama"
4394,May in the Summer,"$22,004","Drama, History"
4395,The Divide,"$22,000",Mystery
4396,I Used to Be Darker,"$21,964","Comedy, Crime, Mystery"
4397,Camille Claudel 1915,"$21,960","Horror, Sci-Fi, Thriller"
4398,Pieta,"$21,932","Animation, Adventure, Family"
4399,Paradise Club,"$21,923","Animation, Drama, Fantasy"
4400,Incendiary,"$21,882","Documentary, History, News"
4401,Winning Formula,"$21,855","Comedy, Romance"
4402,V/H/S/2,"$21,833","Comedy, Fantasy, Horror"
4403,Ao no ekusoshisuto: Gekijôban,"$21,796",Drama
4404,The Girl Without Hands,"$21,787",Documentary
4405,The Revisionaries,"$21,731",Documentary
4406,Ceremony,"$21,666","Drama, Horror"
4407,The ABCs of Death,"$21,660","Comedy, Drama"
4408,Mes provinciales,"$21,598","Comedy, Drama, Romance"
4409,Half the Picture,"$21,589",Documentary
4410,Évocateur: The Morton Downey Jr. Movie,"$21,476","Documentary, History, Music"
4411,The Transfiguration,"$21,464","Drama, Thriller"
4412,Tyrel,"$21,456","Biography, Drama, Music"
4413,Mon pire cauchemar,"$21,456","Documentary, Biography, Drama"
4414,Trophy,"$21,439","Biography, Comedy, Drama"
4415,Tap World,"$21,312","Documentary, Crime, Drama"
4416,Simon Killer,"$21,303",Horror
4417,Violeta se fue a los cielos,"$21,289","Documentary, Action, Biography"
4418,The Arbor,"$21,268",Drama
4419,The Look of Love,"$21,252","Documentary, Thriller"
4420,Finding Oscar,"$21,246",Comedy
4421,The Fiancé,"$21,209","Documentary, Crime"
4422,Born to Fly: Elizabeth Streb vs. Gravity,"$21,199",Drama
4423,Bonsái,"$21,163","Comedy, Romance"
4424,Girl Model,"$21,154","Adventure, Comedy, Fantasy"
4425,The Happys,"$21,108",Documentary
4426,"3½ Minutes, Ten Bullets","$21,108","Drama, Horror, Mystery"
4427,NightLights,"$21,099","Drama, Romance"
4428,Slow Learners,"$21,080","Drama, Mystery, Romance"
4429,Monster Hunt,"$21,074","Comedy, Drama, Romance"
4430,And Everything Is Going Fine,"$21,073",Drama
4431,The Hole in the Ground,"$21,072","Thriller, Western"
4432,Lilting,"$21,068","Family, Sport"
4433,Mo gong mei ying,"$21,001","Crime, Thriller"
4434,Lay the Favorite,"$20,998",Documentary
4435,Cosmos,"$20,991",Horror
4436,Red Hill,"$20,960","Documentary, Drama"
4437,Round of Your Life,"$20,941","Adventure, Comedy, Crime"
4438,Graceland,"$20,791","Horror, Thriller"
4439,Did You Wonder Who Fired the Gun?,"$20,765","Action, Drama, Horror"
4440,The Tag Along: Devil Fish,"$20,726",Drama
4441,All These Sleepless Nights,"$20,555","Documentary, Horror"
4442,Band of Robbers,"$20,555","Documentary, Adventure, Biography"
4443,Maniac,"$20,551","Action, Mystery, Thriller"
4444,The Day,"$20,502","Comedy, Crime, Horror"
4445,Coming Up Roses,"$20,491",Documentary
4446,The Devil and Father Amorth,"$20,449","Comedy, Drama, Romance"
4447,The Highest Pass,"$20,386","Drama, Romance"
4448,RV: Resurrected Victims,"$20,374","Drama, Horror, Sci-Fi"
4449,Better Watch Out,"$20,369","Crime, Drama, Thriller"
4450,The Ghosts in Our Machine,"$20,344","Drama, Romance"
4451,Boy Meets Girl,"$20,289",Comedy
4452,Praia do Futuro,"$20,262","Action, Crime, Drama"
4453,The Cured,"$20,261",Drama
4454,This Last Lonely Place,"$20,215","Drama, Fantasy, Mystery"
4455,Monogamy,"$20,202","Documentary, Music"
4456,Jesus Henry Christ,"$20,183","Documentary, Biography"
4457,New World Order,"$20,100",Drama
4458,Sunshine Family,"$20,085",Drama
4459,The Sea of Trees,"$20,083","Horror, Mystery, Thriller"
4460,The Gospel of Eureka,"$20,039","Animation, Fantasy, Mystery"
4461,Cameraman: The Life and Work of Jack Cardiff,"$20,019","Comedy, Drama, Romance"
4462,The Load,"$20,014","Comedy, Romance"
4463,District,"$20,000","Drama, War"
4464,The Blackcoat's Daughter,"$19,980","Crime, Drama"
4465,Apocalypsis,"$19,940","Documentary, Comedy, Drama"
4466,Love Me True,"$19,887",Drama
4467,Christian Mingle,"$19,836","Comedy, Horror"
4468,Girls of the Sun,"$19,712","Documentary, Biography, Comedy"
4469,Piranhas,"$19,661",Documentary
4470,Shut Up Little Man! An Audio Misadventure,"$19,654",Documentary
4471,Die Fremde,"$19,631","Documentary, History"
4472,Bad Milo,"$19,613",Comedy
4473,Art Bastard,"$19,600",Drama
4474,Noma My Perfect Storm,"$19,554","Documentary, Biography, Crime"
4475,Waiting for Lightning,"$19,537","Drama, Mystery"
4476,Teenage,"$19,500","Documentary, Music"
4477,Whensday,"$19,463",Comedy
4478,House of Tolerance,"$19,327","Comedy, Horror"
4479,Our Nixon,"$19,249","Short, Mystery"
4480,The Trial,"$19,246",Drama
4481,How to Grow a Band,"$19,237",Documentary
4482,The Female Brain,"$19,225",Documentary
4483,Massacre on Aisle 12,"$19,188","Drama, Fantasy, Horror"
4484,Outlook on Life,"$19,187","Crime, Drama, History"
4485,Who We Are Now,"$19,128","Documentary, Biography, History"
4486,Revelation: Dawn of Global Government,"$19,107","Comedy, Drama, Music"
4487,Hellbound?,"$19,105","Drama, Romance"
4488,November,"$19,084","Comedy, Drama"
4489,Maze,"$19,081","Documentary, History"
4490,Watchers of the Sky,"$19,081","Short, Drama"
4491,Hunky Dory,"$19,041","Drama, Sport"
4492,Anything,"$19,037",Drama
4493,Carrie Pilby,"$19,025","Documentary, Music"
4494,No Intenso Agora,"$19,018","Comedy, Drama, Family"
4495,Mai,"$19,017","Biography, Drama, History"
4496,The Challenger,"$19,003","Documentary, Crime, History"
4497,The Romans,"$18,994",Documentary
4498,Peter Brook: The Tightrope,"$18,929",Sci-Fi
4499,Search Engines,"$18,850",Comedy
4500,Frank and Ava,"$18,829","Action, Comedy, Horror"
4501,Smash & Grab: The Story of the Pink Panthers,"$18,765","Comedy, Drama, Music"
4502,Black Mother,"$18,762","Comedy, Drama, Sci-Fi"
4503,The Man from Outer Space,"$18,709","Action, Thriller"
4504,Tasting Menu,"$18,686","Documentary, Biography, Drama"
4505,Pro Wrestlers vs Zombies,"$18,655","Drama, Horror, Sci-Fi"
4506,Seoul Searching,"$18,654","Comedy, Drama"
4507,Mrs. Hyde,"$18,627","Action, Fantasy, Romance"
4508,Desolation,"$18,490",Drama
4509,All the Rage,"$18,489",Drama
4510,Stake Land,"$18,469","Comedy, Drama"
4511,Vous n'avez encore rien vu,"$18,455",Documentary
4512,The Sorcerer and the White Snake,"$18,445",Documentary
4513,Gabriel e a Montanha,"$18,415","Documentary, Biography, Family"
4514,Glory,"$18,415",Thriller
4515,Ktown Cowboys,"$18,400",Drama
4516,306 Hollywood,"$18,399",Drama
4517,Mansome,"$18,395","Comedy, Drama, Romance"
4518,The Winding Stream,"$18,389",Drama
4519,Jasmine,"$18,373","Comedy, Drama"
4520,Oka!,"$18,364","Drama, Thriller, War"
4521,Ava,"$18,327",Drama
4522,The Little Death,"$18,238",Drama
4523,Ms. Purple,"$18,228","Comedy, Drama"
4524,Freak Show,"$18,216","Action, Adventure, Comedy"
4525,Clash,"$18,215","Action, Drama"
4526,Torn,"$18,202",Documentary
4527,Test,"$18,172","Action, Comedy, Horror"
4528,Douchebag,"$18,117","Documentary, Drama, Romance"
4529,Journey to the West,"$18,058","Documentary, Biography"
4530,Gangnam 1970,"$18,022","Drama, Horror, Thriller"
4531,Nénette,"$18,009","Crime, Drama, Thriller"
4532,Juan of the Dead,"$18,005",Drama
4533,Bobbi Jene,"$18,004","Comedy, Drama, History"
4534,Burden,"$18,001","Documentary, Biography, Musical"
4535,The Channel,"$18,001",Documentary
4536,3 Holes and a Smoking Gun,"$18,000",Documentary
4537,The Land,"$17,958","Short, Crime"
4538,Men Go to Battle,"$17,950","Action, Comedy, Crime"
4539,Mansfield 66/67,"$17,930","Comedy, Music, Sci-Fi"
4540,Harry Benson: Shoot First,"$17,839","Comedy, Drama, Thriller"
4541,Escapes,"$17,778",Documentary
4542,Payback,"$17,769","Documentary, Comedy"
4543,Bad Grandmas,"$17,688","Documentary, Family, History"
4544,The History of Future Folk,"$17,646","Drama, Mystery, Thriller"
4545,A Bit of Bad Luck,"$17,585",Documentary
4546,The Look,"$17,580","Action, Crime, Mystery"
4547,Wait for Your Laugh,"$17,556",Documentary
4548,Streit's: Matzo and the American Dream,"$17,506",Drama
4549,Strangerland,"$17,472","Comedy, Drama"
4550,Peter and the Farm,"$17,465","Comedy, Drama"
4551,The Girl from the Naked Eye,"$17,401",Documentary
4552,Jamel Shabazz Street Photographer,"$17,378",Comedy
4553,Hippocrates: Diary of a French Doctor,"$17,358",Crime
4554,Mental,"$17,346",Drama
4555,"A Bread Factory, Part One","$17,325",Documentary
4556,The Homestretch,"$17,306","Action, Comedy, Crime"
4557,Ode to Joy,"$17,303","Action, Drama, War"
4558,Gutta Story,"$17,192","Action, Thriller"
4559,Harmonium,"$17,191","Comedy, Drama, Romance"
4560,Wasted! The Story of Food Waste,"$17,189","Drama, Mystery, Thriller"
4561,Violet & Daisy,"$17,186",Documentary
4562,5 Days of War,"$17,149",Documentary
4563,Grandmaster,"$17,077","Action, Adventure"
4564,The First Time,"$17,061","Documentary, Drama"
4565,InSight,"$17,011","Comedy, Romance"
4566,Ending Taxation: The Only Game in Town,"$17,000","Crime, Drama, Thriller"
4567,Joseph Pulitzer: Voice of the People,"$16,970",Documentary
4568,Big Game,"$16,909","Comedy, Drama"
4569,Holy Hell,"$16,905","Documentary, Biography"
4570,Let My People Go!,"$16,861","Animation, Comedy, Fantasy"
4571,Trespass,"$16,816","Drama, Thriller, Western"
4572,Los Reyes,"$16,766",Drama
4573,Adult World,"$16,740",Drama
4574,The Seasons In Quincy: Four Portraits of John Berger,"$16,738",Drama
4575,Le chat du rabbin,"$16,659","Action, Drama, Romance"
4576,Marlina the Murderer in Four Acts,"$16,607","Drama, Thriller"
4577,Little Birds,"$16,590","Documentary, Biography"
4578,The Ground Beneath My Feet,"$16,524",Drama
4579,Tharlo,"$16,522","Biography, Drama"
4580,Badsville,"$16,500","Crime, Drama, Romance"
4581,Blackway,"$16,458","Drama, Romance"
4582,Design Is One: The Vignellis,"$16,386",Documentary
4583,Three Peaks,"$16,216","Comedy, Drama"
4584,Song Of Granite,"$16,182","Drama, Romance"
4585,Eastern Boys,"$16,173",Thriller
4586,10 timer til Paradis,"$16,135","Action, Comedy, Drama"
4587,Out of the Clear Blue Sky,"$16,050","Horror, Mystery, Thriller"
4588,Virginia Minnesota,"$16,031","Drama, Fantasy, Sci-Fi"
4589,28 Hotel Rooms,"$16,017","Drama, Romance"
4590,Arise from Darkness,"$16,000","Crime, Drama, Mystery"
4591,Kills On Wheels,"$15,898",Drama
4592,Piercing,"$15,856","Documentary, Adventure, Drama"
4593,4:44 Last Day on Earth,"$15,738","Comedy, Romance"
4594,In the Family,"$15,724","Documentary, Biography"
4595,Out of Blue,"$15,658",Thriller
4596,Edie,"$15,649","Documentary, Biography, Music"
4597,The Last Shaman,"$15,616",Documentary
4598,Two Night Stand,"$15,600",Documentary
4599,Magician: The Astonishing Life and Work of Orson Welles,"$15,528","Comedy, Romance"
4600,Dreamkiller,"$15,514",Drama
4601,Wish Me Away,"$15,461","Drama, Mystery, Thriller"
4602,Crime + Punishment,"$15,426",Documentary
4603,The Competition,"$15,425","Drama, Romance"
4604,Take Me Home,"$15,374",Comedy
4605,California Solo,"$15,368","Crime, Drama, Fantasy"
4606,Kawaki,"$15,336","Documentary, Music"
4607,Narcissister Organ Player,"$15,334",Documentary
4608,Breathe In,"$15,324",Animation
4609,Dealin' with Idiots,"$15,308","Drama, Thriller"
4610,Sicilian Ghost Story,"$15,285",Drama
4611,Contemporary Color,"$15,275","Drama, Romance"
4612,People's Republic of Desire,"$15,241",Documentary
4613,Funan,"$15,152","Drama, Music"
4614,Michael,"$15,151","Short, Mystery"
4615,Five Nights in Maine,"$15,138","Drama, Thriller"
4616,Porto,"$15,126",Documentary
4617,Rebels on Pointe,"$15,088",Drama
4618,Una Vida: A Fable of Music and the Mind,"$15,073",Drama
4619,Star Crossed,"$15,061","Action, Crime, Drama"
4620,Trade of Innocents,"$15,059","Drama, Romance, War"
4621,Dumbstruck,"$15,017","Comedy, Crime"
4622,As I Lay Dying,"$15,009","Action, Comedy, Drama"
4623,17 filles,"$15,002","Comedy, Romance"
4624,Far Too Far,"$15,000","Documentary, Biography, Music"
4625,Twice Born,"$14,947","Drama, War"
4626,Bank$tas,"$14,937","Documentary, Musical"
4627,I Declare War,"$14,928","Comedy, Drama, Family"
4628,"Love, Rosie","$14,893",Documentary
4629,ZZ Top: That Little Ol' Band from Texas,"$14,879","Crime, Mystery, Romance"
4630,Paradise,"$14,873","Documentary, Biography, Crime"
